2010CensusBG,TotPop,EmploymentMix,EmploymentHHMix,IntersectionDensity,ProximitytoTransit,PopDensity,ResDensity,WalkIndex,MedHV,MedRent,MedRent12,MedIncome,MedYrsLived,MedAge,Percent65,Percentage of Households with a person over 65,Percentage of Elderly Population: Female,Percentage of Elderly Population below poverty line,Percentage of Elderly Population living with family,Percentage of Elderly Population not working in the past year
530330308022,1236,0.71449549,0.493807742,117.4866238,603.5,8.005082,3.924822,14.66666667,281000,1116,13392,36114,13,45,0.212783172,35.99%,0.615969582,0.057034221,0.505703422,0.927756654
530330308023,968,0.374202656,0.238630102,118.2407025,455.98,8.604131,3.262103,12.16666667,222400,1208,14496,36629,11,34,0.111570248,25.07%,0.324074074,0,0.62037037,0.675925926
530330309011,2069,0.165947319,0.478285521,58.83067722,331.26,4.779208,1.499133,10.83333333,232200,1125,13500,33615,11,31,0.057515708,15.69%,0.537815126,0.042016807,0.697478992,0.857142857
530330309012,1514,0.604361849,0.773288092,78.93614558,364.78,4.680048,1.551773,14.66666667,235600,1352,16224,30913,7,34.5,0.102377807,19.72%,0.593548387,0.006451613,0.832258065,0.890322581
530330309021,2719,0.10892172,0.580375279,93.08592852,532.42,8.559238,2.933876,12.16666667,262200,998,11976,31630,8,31.2,0.104817948,25.94%,0.680701754,0,0.421052632,0.912280702
530330309022,1205,0.50312271,0.325958911,40.21589369,203.85,4.249348,1.766741,11.16666667,261100,1250,15000,35635,8,46.9,0.163485477,22.73%,0.54822335,0.015228426,0.827411168,1
530330309023,2531,0.341528729,0.404824181,54.84851755,193.12,7.476776,2.31009,11.5,225000,1180,14160,26378,7,29.1,0.065191624,14.64%,0.757575758,0,0.824242424,0.909090909
530330310001,2903,0.58371676,0.358594508,17.23611313,1054.12,1.199337,0.407353,9.166666667,372100,1901,22812,56859,9,37,0.099552187,20.19%,0.55017301,0.048442907,0.871972318,0.750865052
530330310002,1344,0.140472686,0.448582857,104.6359048,42.92,4.881826,2.284724,13.5,374700,1485,17820,66042,6,40.9,0.087797619,12.96%,0.669491525,0,0.779661017,0.652542373
530330311001,1740,0.497157954,0.526894185,24.85205233,431.84,3.370677,1.007329,10.83333333,280900,1412,16944,NA,5,27,0.053448276,15.00%,0.677419355,0,0.64516129,1
530330311002,1754,0.354098974,0.261829231,145.738941,1138.61,6.517894,2.701545,11.5,278400,1667,20004,51674,10,52.3,0.24686431,42.96%,0.52886836,0.018475751,0.736720554,0.748267898
530330311003,1999,0.498828339,0.312931444,104.6051582,375.51,12.908842,4.888441,12.83333333,229600,1124,13488,31201,8,35.2,0.108574328,25.27%,0.653508772,0.126168224,0.666666667,0.824561404
530330311004,969,0.171637307,0.412127338,19.18176687,-99999,1.650849,0.65591,4,239300,952,11424,26656,6,32.1,0.098039216,22.62%,0.263157895,0,0.684210526,0.915789474
530330311005,1239,0.561705978,0.188730494,28.00778991,464.03,6.736476,2.245492,9.833333333,NA,1199,14388,30750,10,41.1,0.105730428,24.94%,0.625954198,0.038167939,0.473282443,0.72519084
530330312021,1749,0.564745092,0.361614863,6.213339812,-99999,0.491007,0.177425,4.333333333,544900,1318,15816,52885,13,46.5,0.177532014,34.18%,0.432692308,0.045901639,0.884615385,0.817307692
530330312022,1158,0.527502282,0.35510975,17.00657293,242.74,2.265515,0.692567,10.83333333,281500,955,11460,45059,13,28.3,0.037996546,14.01%,0.795454545,0.090909091,0.136363636,0.636363636
530330312023,1077,0.463894585,0.40534948,7.913831907,-99999,0.369156,0.160413,4.333333333,512900,NA,NA,41313,14,57.4,0.293407614,41.14%,0.420886076,0,0.867088608,0.740506329
530330312024,1195,0.594499703,0.466964906,6.22578919,-99999,0.342754,0.133086,5,450000,NA,NA,33667,21,37.9,0.203231293,36.26%,0.406976744,0.058577406,0.65503876,1
530330312025,1131,0.390218053,0.651103704,7.712827561,961.58,0.255464,0.091479,9.333333333,400000,567,6804,25066,17,34.5,0.183023873,41.52%,0.333333333,0.062801932,0.922705314,0.917874396
530330312041,1145,0.522825145,0.635268015,10.57125144,-99999,0.777589,0.271647,5.833333333,288800,NA,NA,42207,14,36.6,0.100436681,24.80%,0.504347826,0,0.530434783,0.686956522
530330312042,1250,0.476838518,0.488403674,11.9445377,-99999,0.721216,0.252714,4.833333333,687500,NA,NA,50815,9,41,0.0776,16.67%,0.206185567,0,1,0.556701031
530330312043,1237,0.343723255,0.278989197,5.346165016,-99999,0.365185,0.179788,3.166666667,410400,NA,NA,65370,24,59.8,0.358124495,43.71%,0.532731377,0,0.862302483,0.751693002
530330312044,1140,0.66476541,0.526580007,21.23055094,-99999,1.169295,0.482078,6.5,354800,NA,NA,65792,24,47.8,0.25,29.48%,0.435087719,0,0.929824561,1
530330312045,1204,0.231529576,0.333584763,16.51040747,-99999,0.932324,0.374788,3.833333333,434600,NA,NA,51781,16,50.3,0.167774086,29.75%,0.440594059,0,0.891089109,0.851485149
530330312051,2225,0.682690214,0.362017697,25.09258722,830.15,3.445594,1.500575,10.16666667,414500,1231,14772,35029,7,35.1,0.086292135,11.25%,0.5625,0,1,0.885416667
530330312052,2172,0.121685063,0.213275645,49.11535185,696.04,4.94112,1.701638,8.5,287700,1148,13776,34886,9,29.6,0.038213628,9.49%,0.686746988,0,0.638554217,0.686746988
530330312053,2855,0.135710372,0.478695248,96.93779025,242.74,10.247329,3.054458,12.83333333,303200,1596,19152,38789,9,28.8,0.076007005,17.87%,0.506912442,0,0.926267281,0.737327189
530330312061,1573,0.059626076,0.505572976,18.91649016,387.58,2.944159,0.990121,9.666666667,88000,1368,16416,23603,6,22.5,0.061029879,11.48%,0.520833333,0,0.927083333,0.927083333
530330312062,1760,0.161153557,0.508830993,95.17309429,465.37,9.233586,3.205523,12,327100,2607,31284,26228,8,33.2,0.189204545,38.95%,0.6996997,0.039039039,0.585585586,0.912912913
530330312063,2142,0.584802036,0.12013502,158.5059023,93.88,15.371024,5.159555,14.83333333,208100,1189,14268,35846,8,27,0.076339497,17.42%,0.602484472,0.055900621,0.552795031,0.627329193
530330313011,1459,0.511766737,0.488236431,8.655549118,-99999,0.636011,0.225808,5.166666667,365100,1578,18936,32244,12,39,0.115832762,24.78%,0.544378698,0.165680473,0.74556213,0.928994083
530330313012,1211,0.219698897,0.476685568,3.234258478,-99999,0.208562,0.082322,3.333333333,447000,1099,13188,40385,15,50.6,0.268879668,43.93%,0.472222222,0.037037037,0.790123457,0.808641975
530330313021,1002,0.658863909,0.246742886,81.59562445,-99999,6.377313,2.603115,7.666666667,323400,1342,16104,51324,15,43.9,0.104790419,19.74%,0.60952381,0.2,0.742857143,0.914285714
530330313022,888,0.217469655,0.510536765,13.54296507,850.27,0.413579,0.208652,8.5,345200,1081,12972,25887,9,35.6,0.128378378,22.85%,0.657894737,0,0.596491228,0.657894737
530330313023,1282,0.281997575,0.549258369,108.1745971,-99999,6.913665,2.993045,7.833333333,56700,NA,NA,34647,8,46.5,0.252730109,40.57%,0.561728395,0.024691358,0.787037037,0.932098765
530330313024,1081,0.740738541,0.331784369,36.65206924,536.45,8.216972,3.625806,11.5,233100,894,10728,28348,6,31.5,0.091581869,21.29%,0.494949495,0.484848485,0.414141414,0.808080808
530330314001,1197,0.905253196,0.986222798,118.6381495,181.05,2.460255,1.058506,18.33333333,238200,1016,12192,21698,5,36.5,0.099744246,17.89%,0.615384615,0,0.658119658,0.863247863
530330314002,1353,0.342994102,0.633423423,64.04215899,1004.5,2.988482,1.453379,11.16666667,270000,1355,16260,42311,8,50.4,0.171000788,30.55%,0.42662116,0.290322581,0.160409556,1
530330314003,1459,0.615348479,0.604127914,70.13047789,497.56,5.237507,2.046182,12.83333333,294800,1777,21324,36607,15,39.6,0.173406443,34.56%,0.739130435,0,0.664031621,0.877470356
530330314004,808,0.440308092,0.189157892,217.3884724,403.68,7.967299,4.259744,13.16666667,276800,1004,12048,54167,6,49.7,0.131188119,17.36%,0.70754717,0,0.58490566,0.556603774
530330314005,1126,0.547835863,0.447984204,77.19604153,415.75,4.967877,1.919206,12.5,286800,1582,18984,43864,6,42.8,0.160746004,30.80%,0.651933702,0,0.596685083,0.596685083
530330315011,1258,0.416023308,0.327682626,2.022408812,-99999,0.331514,0.110681,3,407600,1300,15600,42074,15,42.6,0.131955485,25.00%,0.391566265,0,1,0.921686747
530330315012,1622,0.249131482,0.306250445,1.257805467,-99999,0.075341,0.031028,2.333333333,439700,1433,17196,49750,15,46,0.152281134,29.45%,0.591093117,0.032388664,0.574898785,0.740890688
530330315013,1203,0.34023273,0.52640354,4.127834099,-99999,0.186969,0.061391,4.166666667,370200,1367,16404,42326,8,34.3,0.069825436,13.92%,0.642857143,0.178571429,0.345238095,0.5
530330315021,1028,0.503009171,0.166090805,0.353050083,-99999,0.009376,0.003685,2.333333333,417800,NA,NA,69306,20,52.1,0.1692607,32.92%,0.534482759,0,0.75862069,0.890804598
530330315022,1072,0.741126326,0.397119313,4.024271036,-99999,0.277808,0.155231,5.666666667,314300,1163,13956,40601,14,59.2,0.340485075,52.76%,0.64109589,0.024657534,0.569863014,0.731506849
530330315023,2119,0.64561752,0.638443558,7.46802761,-99999,0.310113,0.122201,6.5,374800,999,11988,40185,7,35.8,0.148183105,30.04%,0.649681529,0.111464968,0.554140127,0.808917197
530330316011,2092,0.866390729,0.231149618,30.98937058,-99999,2.048255,0.656969,6.833333333,391000,NA,NA,56667,14,35.1,0.086998088,21.16%,0.43956044,0.115384615,0.813186813,0.472527473
530330316012,1955,0.237354685,0.429369237,9.909773235,-99999,1.335489,0.544442,3.833333333,459200,1260,15120,60543,15,49.2,0.172890026,30.18%,0.550295858,0.029585799,0.890532544,0.798816568
530330316013,1526,0.398725138,0.240987432,15.12917197,-99999,1.426799,0.495546,4,370800,NA,NA,36314,16,40.5,0.145478375,28.87%,0.441441441,0,0.846846847,0.59009009
530330316031,1813,0.738364176,0.597681554,58.67825055,-99999,1.92418,0.614507,8.666666667,385700,668,8016,49539,9,30.1,0.040264755,12.61%,0.397260274,0.136986301,0,0.602739726
530330316032,1224,0.511102536,0.264727667,7.760034712,-99999,0.296035,0.149469,4.166666667,340200,1307,15684,48167,12,43.5,0.080882353,18.86%,0.717171717,0.212121212,0.555555556,0.747474747
530330316033,1302,0.670308389,0.451008568,3.507137143,-99999,0.216949,0.08748,5.166666667,356300,1083,12996,43000,12,49,0.196620584,32.38%,0.5703125,0,0.8359375,0.96875
530330316034,2176,0.437692723,0.328306568,26.58090979,-99999,1.47468,0.3951,4.666666667,457700,2380,28560,58097,12,32.6,0.018382353,6.86%,0.4,0,0.6,1
530330316041,3121,0.611346091,0.125916186,60.4672429,-99999,5.33951,1.743339,6,370100,2329,27948,54254,9,36.4,0.05126562,12.79%,0.5,0,0.7625,0.86875
530330316042,984,0.550420032,0.593232257,38.84218412,662.51,3.040206,0.917623,11.16666667,355200,1600,19200,53698,10,35.4,0.048780488,13.13%,0.8125,0.208333333,0.375,0.791666667
530330316043,1672,0.288618872,0.080820681,91.17874369,740.3,17.484561,5.615556,9.666666667,345600,1643,19716,48065,7,29.6,0.046650718,9.11%,0.41025641,0,1,0.692307692
530330316051,1238,0.695373036,0.332692274,14.63921983,-99999,2.973416,1.287359,5.833333333,519000,NA,NA,61125,15,52.9,0.225363489,35.61%,0.440860215,0.071684588,0.838709677,0.770609319
530330316052,1836,0.610538065,0.422168332,12.51252043,-99999,0.896979,0.292642,5.333333333,434200,2860,34320,47500,10,34.4,0.092704334,18.79%,0.473372781,0,1,0.75739645
530330316053,1126,0.718856928,0.560812695,27.47174059,-99999,0.885769,0.346913,7.333333333,501500,1182,14184,65125,12,41.6,0.043516874,8.56%,0.489795918,0,0.244897959,0.755102041
530330317031,755,0.590094487,0.190347171,79.08622041,168.98,4.502987,2.003978,12.66666667,336700,NA,NA,51953,12,53.4,0.17218543,35.12%,0.807692308,0,0.6,0.592307692
530330317032,1424,0.56046385,0.382764678,39.36537134,-99999,3.457847,1.211704,5.833333333,436900,NA,NA,51552,14,35.3,0.132022472,25.05%,0.462765957,0.170212766,0.70212766,0.781914894
530330317033,1793,0.696791822,0.232890425,68.91009162,213.24,5.004593,1.616096,13,NA,1696,20352,31765,16,42.6,0.068042387,15.89%,0.56557377,0,0.786885246,0.893442623
530330317034,1301,0.589129584,0.326066927,70.2017221,434.52,6.484026,2.237762,11.66666667,360400,1631,19572,50083,8,48,0.185242121,45.21%,0.846473029,0.041493776,0.402489627,0.854771784
530330317035,1556,0.725643018,0.363889647,60.22357058,748.34,3.689519,1.813934,11.66666667,416900,NA,NA,68285,12,52.6,0.287917738,47.06%,0.363839286,0.044642857,0.854910714,0.758928571
530330317041,1429,0.76911974,0.720131601,33.65948653,1122.52,1.853577,0.58889,12.83333333,424900,1172,14064,68125,13,40.5,0.088873338,22.30%,0.37007874,0.11023622,0.826771654,0.952755906
530330317042,1822,0.254470795,0.525606125,161.4850671,756.39,16.609264,5.779513,13,239300,1452,17424,26993,7,38.6,0.09281768,19.73%,0.607142857,0,0.827380952,0.886904762
530330317043,2477,0.584748858,0.415510006,56.99912625,-99999,5.337606,1.622615,6.833333333,353500,1663,19956,40146,10,32.2,0.057327412,13.85%,0.570422535,0,0.957746479,0.852112676
530330317051,1568,0.3779697,0.343590573,52.39180381,-99999,4.935022,1.646056,5.5,395200,1800,21600,51067,12,42.5,0.123086735,29.01%,0.538860104,0.093264249,0.740932642,0.678756477
530330317052,882,0.417209722,0.088219091,35.99443777,-99999,2.368428,0.894203,4.166666667,319200,2091,25092,60313,14,41.2,0.10430839,16.22%,0.380434783,0,1,0.608695652
530330317053,1821,0.148139538,0.553826714,43.41777655,-99999,3.505517,1.230107,5.666666667,364300,1750,21000,44350,9,38.4,0.08841296,18.86%,0.472049689,0.049689441,0.695652174,0.801242236
530330317061,1538,0.725932271,0.138670542,73.04717726,906.6,6.662928,2.504013,11.33333333,374800,NA,NA,46108,12,37.4,0.061842105,12.28%,0.329787234,0,0.787234043,0.882978723
530330317062,1975,0.657267134,0.823908828,206.9692579,433.18,5.666503,2.837555,17.16666667,241300,1518,18216,34375,7,36.1,0.18278481,30.38%,0.537396122,0.052631579,0.434903047,0.947368421
530330317063,2234,0.427834792,0.434297694,80.98004214,321.87,11.939135,2.789717,12.33333333,344200,NA,NA,48693,11,34.8,0.054162936,17.62%,0.67768595,0,1,0.801652893
530330317064,2137,0.598979563,0.401368436,93.90967352,-99999,8.328417,2.634539,8.166666667,385700,2409,28908,53714,9,36.4,0.076743098,15.53%,0.5,0.006097561,0.981707317,0.512195122
530330318001,2129,0.625553191,0.461143248,70.11383002,-99999,6.63456,2.125303,7.666666667,357900,2139,25668,58205,13,42.8,0.15406294,33.63%,0.576219512,0,0.893292683,0.829268293
530330318002,1306,0.456298326,0.437875493,8.792924159,-99999,0.552417,0.236871,4.5,525000,NA,NA,52328,16,47.9,0.160796325,32.46%,0.457142857,0.057142857,0.804761905,0.623809524
530330318003,1284,0.542104158,0.53522235,18.45065138,-99999,0.672748,0.294458,5.833333333,475400,1168,14016,49792,20,54.1,0.222741433,35.94%,0.48951049,0.052447552,0.881118881,0.856643357
530330319031,1545,0.568087418,0.45402787,61.82373757,870.39,4.262477,1.771204,11.16666667,383600,2231,26772,51103,16,42.7,0.215533981,38.79%,0.438438438,0.045045045,0.654654655,0.771771772
530330319032,2109,0.366574121,0.252024078,58.97405293,0,3.89278,1.332663,11.5,522400,2211,26532,63094,10,40.9,0.195827406,32.83%,0.518159806,0.007263923,0.886198547,0.907990315
530330319033,963,0.459760162,0.173252878,36.38467643,501.58,2.932068,1.016937,9.166666667,546100,NA,NA,47734,11,40.6,0.1298027,23.35%,0.504,0,1,0.888
530330319034,1252,0.458683475,0.327692358,24.62290206,787.24,2.525435,0.956115,9.166666667,471000,NA,NA,46186,20,44.3,0.142971246,26.40%,0.508379888,0,0.776536313,0.709497207
530330319035,932,0.773647164,0.751836291,13.98481555,866.36,0.875251,0.321176,12.33333333,495500,1375,16500,48594,16,42.4,0.048283262,9.86%,0.644444444,0,1,1
530330319041,1657,0.381944458,0.722315644,8.339132466,-99999,0.483499,0.191124,5.666666667,580400,1330,15960,56302,14,43.9,0.104405552,16.08%,0.445086705,0.040462428,0.919075145,0.728323699
530330319042,612,0.2686192,0.256989164,48.55279266,-99999,3.628473,1.654157,4.5,379700,NA,NA,55417,19,50.3,0.120915033,15.77%,0.581081081,0,1,1
530330319043,1148,0.416626837,0.393351698,18.72639238,922.69,1.270653,0.452698,8.5,432100,2091,25092,43846,18,37.5,0.180313589,39.85%,0.541062802,0,0.647342995,0.777777778
530330319061,1621,0.326796609,0.307208819,32.75765076,-99999,1.579124,0.577681,4.5,345300,1179,14148,40739,14,45.1,0.084515731,14.17%,0.467153285,0,0.795620438,0.817518248
530330319062,2337,0.406664244,0.173847021,21.93945706,-99999,1.873821,0.699977,4,534400,1517,18204,64181,15,50.3,0.180878553,31.73%,0.56091954,0.121428571,0.754022989,0.797701149
530330319071,756,0.18668144,0.540394566,132.1196609,299.07,9.359301,3.936849,13.83333333,411400,NA,NA,51726,9,41.9,0.28042328,38.99%,0.589622642,0.113207547,0.797169811,0.900943396
530330319072,580,0.306098611,0.089152429,37.2374523,380.88,1.744633,0.791101,9.166666667,433500,NA,NA,42434,16,60.2,0.367241379,53.23%,0.492957746,0,0.85915493,0.690140845
530330319073,2678,0.624291809,0.166105214,46.09374741,478.78,6.355814,2.537104,10.66666667,317300,1842,22104,36514,8,35.6,0.122852875,21.33%,0.510638298,0,0.699088146,0.671732523
530330319074,2918,0.127645752,0.312151123,84.32660817,-99999,8.735897,2.715373,5.833333333,418600,NA,NA,62808,7,32.5,0.051062371,9.00%,0.476510067,0,1,0.731543624
530330319075,1227,0.490534087,0.309118981,99.39009051,101.93,11.203518,3.624936,13.5,425700,NA,NA,42454,15,35.8,0.175224124,37.43%,0.520930233,0,1,0.63255814
530330319081,1557,0.332500849,0.111461726,75.96373644,195.8,9.53653,4.703953,11.33333333,363000,1585,19020,47368,11,49.5,0.156711625,23.92%,0.594262295,0,0.717213115,0.774590164
530330319082,1705,0.557437348,0.675513555,91.59430511,358.08,23.605781,10.605295,14.16666667,327100,1698,20376,41736,5,29.6,0.053958944,13.63%,0.173913043,0,0.163043478,0.554347826
530330319083,1113,0.555823652,0.784749696,130.9681032,457.32,5.213728,2.501465,15.33333333,416700,1134,13608,36196,5,37.4,0.149146451,23.01%,0.608433735,0.222891566,0.608433735,0.777108434
530330319091,1704,0.789526393,0.496460483,83.79445345,248.11,9.015262,3.751068,15.16666667,414900,1562,18744,43047,14,46.2,0.163732394,28.21%,0.498207885,0.025089606,0.806451613,0.792114695
530330319092,1376,0.413101323,0.263063437,32.00022358,-99999,5.575855,1.896439,4.666666667,442200,NA,NA,55179,15,40.8,0.125,23.71%,0.523255814,0,0.848837209,0.843023256
530330320021,1640,0.34989098,0.513780426,7.599934975,356.74,0.542199,0.215557,10,438900,1096,13152,52955,15,47.1,0.147560976,27.48%,0.421487603,0.08677686,0.826446281,0.805785124
530330320022,1551,0.497461349,0.458223163,5.374765611,-99999,0.44124,0.159028,4.5,603700,624,7488,61250,11,42.7,0.14764668,25.94%,0.537117904,0.048034934,0.868995633,0.720524017
530330320031,1538,0.823836236,0.851071029,21.56679723,-99999,1.048426,0.412417,9.166666667,539200,1500,18000,65714,13,43.5,0.137191157,25.50%,0.469194313,0.109004739,0.82464455,0.848341232
530330320032,1474,0.434949582,0.444939696,9.372905402,-99999,0.681364,0.250542,4.333333333,413300,1676,20112,41696,20,38.1,0.13229308,23.78%,0.425641026,0.071794872,0.917948718,0.907692308
530330320033,1302,0.579275298,0.51798918,19.66941427,-99999,0.741008,0.260662,6,493500,NA,NA,59688,18,42.7,0.122119816,27.07%,0.339622642,0.075471698,0.893081761,0.641509434
530330320034,1233,0.585880186,0.29634428,1.423989576,-99999,0.118427,0.045431,3.666666667,368300,NA,NA,47625,15,44.8,0.124087591,24.72%,0.699346405,0,0.934640523,0.934640523
530330320051,671,0.394322065,0.54444147,10.04626833,-99999,0.91127,0.316432,4.666666667,280600,NA,NA,31179,16,49.6,0.128166915,26.18%,0.290697674,0,1,0.61627907
530330320052,799,0,0,50.61851658,379.54,7.579951,4.250085,9.333333333,235200,NA,NA,53290,10,47.1,0.155193992,21.87%,0.282258065,0,0.572580645,1
530330320053,1164,0.321359588,0.158474595,118.833902,414.41,12.464196,5.354036,11.66666667,302000,1820,21840,49036,9,33.3,0.090206186,21.00%,0.79047619,0,0.114285714,1
530330320054,1905,0.190823936,0.369681363,96.48204313,677.27,11.492022,3.607469,10.83333333,252100,NA,NA,39412,16,34.6,0.041469816,12.38%,0.164556962,0,0.658227848,0.341772152
530330320055,1350,0.722408443,0.709639874,86.17840866,295.05,5.788604,2.148215,15.66666667,280800,NA,NA,48199,14,47.2,0.156671664,31.34%,0.545454545,0,0.794258373,0.80861244
530330320056,988,0.408131482,0.114941553,57.26090567,645.08,5.522367,1.637706,9.333333333,341800,NA,NA,41613,12,38.3,0.079959514,17.06%,0.746835443,0.037974684,0.64556962,0.772151899
530330320061,1380,0.206460732,0.266122889,32.09994306,-99999,2.385754,0.857488,4,375000,NA,NA,37344,16,45.8,0.186231884,32.86%,0.571984436,0,0.723735409,0.774319066
530330320062,2414,0.846467662,0.474751843,55.12879093,631.67,3.711737,1.368453,12.83333333,337400,1989,23868,57422,6,33.9,0.175041876,35.34%,0.571770335,0,0.526315789,0.813397129
530330320063,1818,0.624166967,0.200595443,42.18492414,-99999,2.785485,0.97446,5.833333333,474600,1632,19584,56406,14,44.1,0.138613861,29.09%,0.599206349,0.388888889,0.928571429,0.841269841
530330320071,1055,0.489105413,0.383840049,11.5989152,-99999,0.565148,0.209453,4.5,473400,NA,NA,51364,12,40.7,0.091943128,15.90%,0.463917526,0,1,0.639175258
530330320072,1578,0.468546354,0.06237529,58.09514146,-99999,3.674201,1.469215,5,431700,NA,NA,57837,11,47.2,0.126742712,19.65%,0.515,0.05,0.625,0.765
530330320073,752,0.745876595,0.800398969,38.90813882,1040.71,1.679075,0.969041,13,297500,1295,15540,36000,7,40.2,0.154255319,21.67%,0.50862069,0,0.879310345,0.74137931
530330320081,1597,0.629906895,0.278749424,78.62163718,-99999,6.127926,2.156477,7.166666667,423900,NA,NA,40528,13,40.7,0.140889167,30.84%,0.648888889,0,0.853333333,0.64
530330320082,1827,0.486382639,0.1266141,106.6561804,-99999,9.611708,3.81417,7,318400,1125,13500,46250,14,39,0.106185003,21.30%,0.551546392,0.056701031,0.706185567,0.773195876
530330320083,1234,0.392406306,0.202766757,127.0529948,687.99,10.64688,3.209594,11.33333333,321500,2063,24756,42050,9,34.2,0.100486224,26.61%,0.475806452,0,1,0.411290323
530330320101,1028,0.792297409,0.798456932,186.2370929,633.01,7.22014,4.017432,17.33333333,349600,1592,19104,55625,6,51,0.341439689,53.50%,0.874643875,0.03988604,0.404558405,0.823361823
530330320102,1489,0.699830117,0.372572737,99.30247179,645.08,7.531406,2.260939,13,399600,NA,NA,74333,11,36.2,0.053055742,12.53%,0.696202532,0.215189873,0.594936709,0.607594937
530330320103,1368,0.310612157,0.464159574,95.49135295,1036.69,10.034056,3.403364,11.16666667,438900,NA,NA,73226,15,41.7,0.094298246,26.94%,0.15503876,0,0.930232558,0.15503876
530330320104,2186,0.570322908,0.721241518,60.87514456,560.59,3.971326,1.317114,13.16666667,392700,1146,13752,64854,9,31.8,0.037511436,7.55%,0.390243902,0,1,0.804878049
530330320111,2344,0.728650748,0.659744352,81.69965614,1118.49,6.337577,2.01429,14,376900,2076,24912,63271,12,36.9,0.060580205,13.01%,0.605633803,0.126760563,0.64084507,0.654929577
530330320112,2091,0.563743819,0.291035577,76.53459175,-99999,5.920016,2.09508,6.833333333,398700,2281,27372,64442,10,37.3,0.086181993,14.47%,0.525139665,0.083798883,0.636871508,0.798882682
530330321021,1139,0.844466313,0.562283988,16.26915489,-99999,1.217929,0.489738,7.666666667,632200,NA,NA,52614,19,48.7,0.123792801,25.88%,0.588652482,0.063829787,0.758865248,0.815602837
530330321022,1025,0.456719193,0.310917673,3.355330911,-99999,0.130508,0.054113,3.333333333,449300,NA,NA,53125,15,42.6,0.086829268,19.54%,0.629213483,0,0.786516854,0.606741573
530330321023,1427,0.449200392,0.623656272,3.79256145,-99999,0.280234,0.097601,4.833333333,629300,NA,NA,40500,14,43.4,0.170287316,31.59%,0.497942387,0.148148148,0.769547325,1
530330321024,1559,0.503832312,0.432603407,17.12448992,-99999,1.342404,0.458088,5,572100,NA,NA,56250,17,46.9,0.191148172,44.05%,0.513422819,0,0.882550336,0.771812081
530330321031,923,0.8924433,0.952737557,166.9106606,194.46,1.929344,1.155934,19,381400,1530,18360,59805,6,46.3,0.130010834,14.65%,0.491666667,0,0.883333333,0.483333333
530330321032,1648,0.726249658,0.722794007,107.9244623,0,10.390172,4.135894,17.16666667,512500,1227,14724,23813,7,38.6,0.19842233,38.13%,0.685015291,0.04587156,0.532110092,0.899082569
530330321033,1677,0.51249184,0.599472319,81.44548861,564.61,14.128792,5.939653,13,301200,1581,18972,27571,5,29.5,0.064997018,15.32%,0.311926606,0.100917431,0.376146789,0.128440367
530330321034,1149,0.328270294,0.633630508,74.51533822,-99999,5.672911,2.355073,7.333333333,573500,1892,22704,52198,7,35.3,0.060052219,10.30%,0.652173913,0,0.710144928,1
530330321041,2644,0.611897448,0.398330107,12.151558,-99999,1.246505,0.502562,5.166666667,669500,1797,21564,66429,14,45.4,0.13086233,23.57%,0.583815029,0.011560694,0.76300578,0.794797688
530330321042,2495,0.512906029,0.269311414,62.34835566,781.87,9.345918,3.685925,10.5,502100,1419,17028,40321,9,45.9,0.173146293,36.59%,0.775462963,0.481481481,0.539351852,0.875
530330321043,1033,0.709120384,0.656085811,72.91128945,590.09,3.05606,1.674472,14.16666667,372300,1653,19836,54657,5,43.4,0.112334802,16.77%,0.553921569,0.12745098,0.299019608,0.740196078
530330322031,2582,0.671291569,0.457085334,72.84547619,1200.3,5.277177,1.853756,12.16666667,662400,2269,27228,83870,8,37.2,0.043377227,8.06%,0.633928571,0.133928571,0.857142857,0.526785714
530330322032,1518,0.790775947,0.702789778,54.98543829,1046.07,3.311673,1.175884,13.5,711200,NA,NA,62017,11,32.9,0.040843215,11.32%,0.258064516,0,0.822580645,0.177419355
530330322033,2408,0.733321118,0.31239823,39.23393755,-99999,2.062153,0.774164,6.666666667,935400,NA,NA,109178,14,47.6,0.162790698,28.19%,0.50255102,0.096938776,0.862244898,0.841836735
530330322034,1524,0.632009161,0.227002277,68.60666364,-99999,6.363232,2.225461,6.666666667,718200,2220,26640,110451,8,38.3,0.059055118,8.85%,0.522222222,0.033333333,0.966666667,1
530330322071,1372,0.636095217,0.562549998,82.53326082,937.44,7.032411,2.291172,12.83333333,833100,2250,27000,81629,9,41,0.060495627,13.87%,0.614457831,0,0.819277108,1
530330322072,1068,0.574255772,0.442014413,41.04619383,-99999,4.028735,1.410812,6.5,789200,NA,NA,94194,7,39.3,0.086142322,17.63%,0.336956522,0,0.934782609,0.489130435
530330322073,1490,0.665017225,0.436061049,32.42181273,-99999,2.279529,0.80472,6.666666667,823900,NA,NA,74545,13,42.7,0.171812081,34.52%,0.54296875,0.02734375,0.7890625,0.859375
530330322081,2041,0.301315008,0.54080405,39.23786786,-99999,4.937148,1.932769,5.5,560600,1633,19596,89821,6,44.5,0.203108808,30.04%,0.680808081,0.160714286,0.484848485,0.880808081
530330322082,924,0.213274276,0.587299997,115.7250129,-99999,7.591348,6.39185,8,338100,1529,18348,73036,6,71.6,0.691558442,83.83%,0.796557121,0.050078247,0.406885759,0.832550861
530330322083,1897,0.574836138,0.733865701,79.62223193,604.85,2.554862,1.34275,13.66666667,438600,2209,26508,59599,7,43.3,0.243542435,36.27%,0.675324675,0.032467532,0.439393939,0.937229437
